AccID	clade	qc.overallStatus
EPI_ISL_2535727	20A	good
EPI_ISL_2535728	20A	good
EPI_ISL_2535729	20A	good
EPI_ISL_2535730	20A	good
EPI_ISL_2535731	20A	good
EPI_ISL_2535732	20A	good
EPI_ISL_2535733	20A	good
EPI_ISL_2535734	20A	good
EPI_ISL_2535735	20A	good
EPI_ISL_2535736	20A	good
EPI_ISL_2535737	20A	good
EPI_ISL_2535738	20A	good
EPI_ISL_2535739	20A	good
EPI_ISL_2535740	20A	good
EPI_ISL_2535741	20A	good
EPI_ISL_2535742	20A	good
EPI_ISL_2535743	20A	good
EPI_ISL_2535744	20A	mediocre
EPI_ISL_2535745	20A	good
EPI_ISL_2535746	20A	mediocre
EPI_ISL_2535747	20A	good
EPI_ISL_2535748	20A	good
EPI_ISL_2535749	20A	good
EPI_ISL_2535750	20A	good
EPI_ISL_2535751	20A	good
EPI_ISL_2535752	20A	good
EPI_ISL_2535753	20A	good
EPI_ISL_2535754	20A	good
EPI_ISL_2535755	20A	good
EPI_ISL_2535756	20A	good
EPI_ISL_2535757	20A	good
EPI_ISL_2535758	20A	good
EPI_ISL_2535759	20A	good
EPI_ISL_2535760	20A	good
EPI_ISL_2535761	20A	good
EPI_ISL_2535762	20A	good
EPI_ISL_2535763	20A	good
EPI_ISL_2535764	20A	good
EPI_ISL_2535765	20A	good
EPI_ISL_2535766	20A	good
EPI_ISL_2535767	20A	good
EPI_ISL_2535768	20A	good
EPI_ISL_2535769	20A	good
EPI_ISL_2535770	20A	good
EPI_ISL_2535771	20A	good
EPI_ISL_2535772	20A	good
EPI_ISL_2535773	21E (Theta)	good
EPI_ISL_2535774	21E (Theta)	good
EPI_ISL_2535775	20H (Beta, V2)	good
EPI_ISL_2535776	20H (Beta, V2)	good
EPI_ISL_2535777	20H (Beta, V2)	good
EPI_ISL_2535778	20H (Beta, V2)	good
EPI_ISL_2535779	20H (Beta, V2)	good
EPI_ISL_2535780	20H (Beta, V2)	good
EPI_ISL_2535781	21E (Theta)	good
EPI_ISL_2549562	21A (Delta)	mediocre
EPI_ISL_2549576	21A (Delta)	good
EPI_ISL_2549741	21A (Delta)	bad
EPI_ISL_2550714	21A (Delta)	good
EPI_ISL_2550731	21A (Delta)	bad
EPI_ISL_2550733	21A (Delta)	good
EPI_ISL_2550758	21A (Delta)	good
EPI_ISL_2550759	21A (Delta)	good
EPI_ISL_2554730	20A	good
EPI_ISL_2554731	20A	good
EPI_ISL_2608374	20A	good
EPI_ISL_2608375	20A	bad
EPI_ISL_2608376	20A	mediocre
EPI_ISL_2608377	20A	good
EPI_ISL_2608378	20A	good
EPI_ISL_2608379	20A	good
EPI_ISL_2608380	20A	good
EPI_ISL_2608381	20A	good
EPI_ISL_2608382	20A	good
EPI_ISL_2608383	20A	good
EPI_ISL_2608384	20A	good
EPI_ISL_2608385	20A	good
EPI_ISL_2608386	20A	good
EPI_ISL_2608387	20A	good
EPI_ISL_2608388	20A	good
EPI_ISL_2608389	20A	good
EPI_ISL_2608390	20A	good
EPI_ISL_2608391	20A	good
EPI_ISL_2608392	20A	good
EPI_ISL_2608393	20A	good
EPI_ISL_2608394	20A	good
EPI_ISL_2608395	20A	good
EPI_ISL_2608396	20A	good
EPI_ISL_2608397	20A	good
EPI_ISL_2608398	20A	good
EPI_ISL_2608399	20A	good
EPI_ISL_2608400	20A	good
EPI_ISL_2608401	20A	good
EPI_ISL_2608402	20A	good
EPI_ISL_2608403	20A	good
EPI_ISL_2608404	20A	good
EPI_ISL_2608405	20A	good
EPI_ISL_2608406	20A	good
EPI_ISL_2608407	20A	good
EPI_ISL_2608408	20A	good
EPI_ISL_2608409	20A	good
EPI_ISL_2608410	20A	good
EPI_ISL_2608411	20A	good
EPI_ISL_2608412	20A	good
EPI_ISL_2608413	20A	good
EPI_ISL_2608414	20A	good
EPI_ISL_2614739	20A	good
EPI_ISL_2614740	20A	bad
EPI_ISL_2614742	20A	good
EPI_ISL_2614743	20A	good
EPI_ISL_2614744	20A	good
EPI_ISL_2614745	20A	bad
EPI_ISL_2620715	20H (Beta, V2)	bad
EPI_ISL_2620716	20H (Beta, V2)	bad
EPI_ISL_2620718	20A	bad
EPI_ISL_2620728	20A	mediocre
EPI_ISL_2620744	20A	good
EPI_ISL_2620745	20A	bad
EPI_ISL_2620901	20A	good
EPI_ISL_2621621	20H (Beta, V2)	good
EPI_ISL_2621622	20H (Beta, V2)	good
EPI_ISL_2621623	20H (Beta, V2)	good
EPI_ISL_2621624	20H (Beta, V2)	good
EPI_ISL_2621625	20H (Beta, V2)	good
EPI_ISL_2621626	20A	bad
EPI_ISL_2621627	20A	mediocre
EPI_ISL_2621628	20A	mediocre
EPI_ISL_2621629	20A	bad
EPI_ISL_2621630	20A	bad
EPI_ISL_2621631	20A	bad
EPI_ISL_2621664	20A	good
EPI_ISL_2621676	20A	bad
EPI_ISL_2621677	20H (Beta, V2)	mediocre
EPI_ISL_2622006	20H (Beta, V2)	good
EPI_ISL_2622007	20H (Beta, V2)	mediocre
EPI_ISL_2622045	20A	mediocre
EPI_ISL_2622046	20H (Beta, V2)	good
EPI_ISL_2622047	20H (Beta, V2)	good
EPI_ISL_2622079	20A	good
EPI_ISL_2622088	20H (Beta, V2)	good
EPI_ISL_2622089	20H (Beta, V2)	good
EPI_ISL_2625621	20A	bad
EPI_ISL_2625623	20H (Beta, V2)	good
EPI_ISL_2625624	20A	good
EPI_ISL_2625625	20A	bad
EPI_ISL_2625626	20A	good
EPI_ISL_2625627	20A	mediocre
EPI_ISL_2625628	20A	mediocre
EPI_ISL_2625629	20A	mediocre
EPI_ISL_2625630	20A	mediocre
EPI_ISL_2625631	20A	mediocre
EPI_ISL_2625633	20H (Beta, V2)	good
EPI_ISL_2625635	20H (Beta, V2)	good
EPI_ISL_2625637	20H (Beta, V2)	good
EPI_ISL_2649991	20H (Beta, V2)	good
EPI_ISL_2649992	21A (Delta)	good
EPI_ISL_2649993	20A	good
EPI_ISL_2649994	20H (Beta, V2)	good
EPI_ISL_2649995	20A	good
EPI_ISL_2649996	20A	good
EPI_ISL_2649997	20A	good
EPI_ISL_2649998	20H (Beta, V2)	good
EPI_ISL_2649999	20H (Beta, V2)	good
EPI_ISL_2650000	20H (Beta, V2)	good
EPI_ISL_2650001	20H (Beta, V2)	good
EPI_ISL_2650002	20H (Beta, V2)	good
EPI_ISL_2650003	20A	good
EPI_ISL_2650004	20H (Beta, V2)	good
EPI_ISL_2650005	20H (Beta, V2)	bad
EPI_ISL_2650006	20H (Beta, V2)	good
EPI_ISL_2650007	20H (Beta, V2)	good
EPI_ISL_2650010	20H (Beta, V2)	good
EPI_ISL_2650014	20A	good
EPI_ISL_2650015	20A	good
EPI_ISL_2650027	20A	mediocre
EPI_ISL_2650028	20H (Beta, V2)	bad
EPI_ISL_2650256	20A	good
EPI_ISL_2650430	20H (Beta, V2)	good
EPI_ISL_2650432	20A	mediocre
EPI_ISL_2650499	20H (Beta, V2)	good
EPI_ISL_2650505	20H (Beta, V2)	good
EPI_ISL_2650506	20A	good
EPI_ISL_2683247	20H (Beta, V2)	good
EPI_ISL_2683496	20H (Beta, V2)	good
EPI_ISL_2683498	20H (Beta, V2)	good
EPI_ISL_2683956	20H (Beta, V2)	good
EPI_ISL_2684231	20H (Beta, V2)	mediocre
EPI_ISL_2684232	20H (Beta, V2)	good
EPI_ISL_2684233	20H (Beta, V2)	mediocre
EPI_ISL_2684234	20H (Beta, V2)	good
EPI_ISL_2684235	20H (Beta, V2)	good
EPI_ISL_2684236	20H (Beta, V2)	good
EPI_ISL_2684545	20H (Beta, V2)	good
EPI_ISL_2685359	20H (Beta, V2)	good
EPI_ISL_2685766	20H (Beta, V2)	good
EPI_ISL_2685835	20H (Beta, V2)	bad
EPI_ISL_2685836	20H (Beta, V2)	good
EPI_ISL_2685837	20A	good
EPI_ISL_2685838	20A	good
EPI_ISL_2685839	20A	good
EPI_ISL_2685840	20A	good
EPI_ISL_2685841	20H (Beta, V2)	good
EPI_ISL_2685843	20H (Beta, V2)	good
EPI_ISL_2685844	20H (Beta, V2)	good
EPI_ISL_2685845	20H (Beta, V2)	good
EPI_ISL_2727836	21A (Delta)	good
EPI_ISL_2727837	21A (Delta)	mediocre
EPI_ISL_2757930	21B (Kappa)	good
EPI_ISL_2757931	21A (Delta)	good
EPI_ISL_2757941	20I (Alpha, V1)	good
EPI_ISL_2757942	20I (Alpha, V1)	good
EPI_ISL_2757951	21B (Kappa)	good
EPI_ISL_2769381	20A	good
EPI_ISL_2769382	20A	good
EPI_ISL_2769383	20A	good
EPI_ISL_2769384	20A	good
EPI_ISL_2769385	20A	good
EPI_ISL_2769386	20A	good
EPI_ISL_2769387	20A	good
EPI_ISL_2769388	20A	good
EPI_ISL_2769389	20A	good
EPI_ISL_2769390	20A	good
EPI_ISL_2769391	20C	good
EPI_ISL_2769392	20A	good
EPI_ISL_2769393	20A	good
EPI_ISL_2769394	20A	good
EPI_ISL_2769395	20C	good
EPI_ISL_2769396	20A	good
EPI_ISL_2769397	20A	good
EPI_ISL_2769398	20A	good
EPI_ISL_2769399	20A	good
EPI_ISL_2769400	20A	good
EPI_ISL_2769401	20A	good
EPI_ISL_2769402	20A	good
EPI_ISL_2769403	20A	good
EPI_ISL_2769404	20A	good
EPI_ISL_2769405	20A	good
EPI_ISL_2769406	20A	good
EPI_ISL_2769407	20A	mediocre
EPI_ISL_2769408	20A	good
EPI_ISL_2769409	20A	bad
EPI_ISL_2769410	20A	good
EPI_ISL_2769411	20A	good
EPI_ISL_2769412	20A	good
EPI_ISL_2769413	20A	good
EPI_ISL_2769414	20A	good
EPI_ISL_2769415	20A	good
EPI_ISL_2769416	20A	good
EPI_ISL_2769417	20A	good
EPI_ISL_2769418	20A	good
EPI_ISL_2769419	20A	good
EPI_ISL_2769420	20A	good
EPI_ISL_2769421	20A	good
EPI_ISL_2769422	20A	good
EPI_ISL_2769423	20A	good
EPI_ISL_2769424	20A	good
EPI_ISL_2769425	20A	good
EPI_ISL_2769426	20A	good
EPI_ISL_2769427	20A	good
EPI_ISL_2769428	20A	good
EPI_ISL_2769429	20A	good
EPI_ISL_2769430	20A	good
EPI_ISL_2769431	20A	good
EPI_ISL_2769432	20A	good
EPI_ISL_2769433	20A	good
EPI_ISL_2769434	20A	good
EPI_ISL_2769435	20A	mediocre
EPI_ISL_2769436	20A	good
EPI_ISL_2769437	20A	mediocre
EPI_ISL_2769438	20A	mediocre
EPI_ISL_2784328	20A	good
EPI_ISL_2784329	20A	bad
EPI_ISL_2811865	20A	mediocre
EPI_ISL_2811866	20A	bad
EPI_ISL_2811867	20A	bad
EPI_ISL_2811868	20A	mediocre
EPI_ISL_2811869	20A	bad
EPI_ISL_2811870	20A	bad
EPI_ISL_2811871	20H (Beta, V2)	good
EPI_ISL_2811872	20H (Beta, V2)	good
EPI_ISL_2811873	20H (Beta, V2)	good
EPI_ISL_2811874	20H (Beta, V2)	bad
EPI_ISL_2811875	20H (Beta, V2)	good
EPI_ISL_2811876	20H (Beta, V2)	good
EPI_ISL_2811877	20A	mediocre
EPI_ISL_2811878	20H (Beta, V2)	good
EPI_ISL_2811879	20H (Beta, V2)	mediocre
EPI_ISL_2811880	20H (Beta, V2)	mediocre
EPI_ISL_2811881	20H (Beta, V2)	bad
EPI_ISL_2811882	20H (Beta, V2)	mediocre
EPI_ISL_2811883	20H (Beta, V2)	mediocre
EPI_ISL_2811884	20A	good
EPI_ISL_2811885	20H (Beta, V2)	bad
EPI_ISL_2811886	20H (Beta, V2)	good
EPI_ISL_2811887	20H (Beta, V2)	mediocre
EPI_ISL_2811959	20H (Beta, V2)	good
EPI_ISL_2811984	21A (Delta)	bad
EPI_ISL_2811998	20H (Beta, V2)	good
EPI_ISL_2812026	21A (Delta)	good
EPI_ISL_2812027	21A (Delta)	bad
EPI_ISL_2812028	21A (Delta)	mediocre
EPI_ISL_2812576	20H (Beta, V2)	good
EPI_ISL_2812651	21A (Delta)	bad
EPI_ISL_2812654	20H (Beta, V2)	good
EPI_ISL_2812704	20H (Beta, V2)	mediocre
EPI_ISL_2812706	21A (Delta)	bad
EPI_ISL_2812971	21A (Delta)	good
EPI_ISL_2812981	21B (Kappa)	good
EPI_ISL_2814916	20H (Beta, V2)	mediocre
EPI_ISL_2815327	21A (Delta)	mediocre
EPI_ISL_2815328	21A (Delta)	good
EPI_ISL_2815329	21A (Delta)	good
EPI_ISL_2815330	21A (Delta)	good
EPI_ISL_2815331	21A (Delta)	good
EPI_ISL_2815375	20H (Beta, V2)	good
EPI_ISL_2815376	20A	bad
EPI_ISL_2815377	20H (Beta, V2)	good
EPI_ISL_2815656	20A	good
EPI_ISL_2815971	20H (Beta, V2)	mediocre
EPI_ISL_2819024	21A (Delta)	good
EPI_ISL_2819571	21I (Delta)	good
EPI_ISL_2819919	21A (Delta)	mediocre
EPI_ISL_2827788	20A	good
EPI_ISL_2827789	20A	mediocre
EPI_ISL_2827790	20A	good
EPI_ISL_2828708	20A	mediocre
EPI_ISL_2854048	21A (Delta)	mediocre
EPI_ISL_2854049	20H (Beta, V2)	good
EPI_ISL_2854050	20H (Beta, V2)	good
EPI_ISL_2854051	20H (Beta, V2)	good
EPI_ISL_2854052	21A (Delta)	good
EPI_ISL_2854053	20H (Beta, V2)	good
EPI_ISL_2854068	20A	good
EPI_ISL_2854069	20H (Beta, V2)	good
EPI_ISL_2854070	20A	good
EPI_ISL_2854103	20A	mediocre
EPI_ISL_2854104	20A	mediocre
EPI_ISL_2854105	20A	mediocre
EPI_ISL_2854106	20A	good
EPI_ISL_2854107	20A	good
EPI_ISL_2854108	20A	good
EPI_ISL_2854109	20A	good
EPI_ISL_2854174	20A	bad
EPI_ISL_2854186	20A	good
EPI_ISL_2854187	21A (Delta)	good
EPI_ISL_2854188	20H (Beta, V2)	good
EPI_ISL_2896287	20B	good
EPI_ISL_2921260	20H (Beta, V2)	good
EPI_ISL_2921261	20H (Beta, V2)	bad
EPI_ISL_2921262	21A (Delta)	good
EPI_ISL_2921263	21A (Delta)	good
EPI_ISL_2921264	21J (Delta)	good
EPI_ISL_2921265	21A (Delta)	bad
EPI_ISL_2921266	21A (Delta)	good
EPI_ISL_2921400	20H (Beta, V2)	bad
EPI_ISL_2921611	21A (Delta)	bad
EPI_ISL_2921612	21A (Delta)	good
EPI_ISL_2921996	21I (Delta)	good
EPI_ISL_2921997	20H (Beta, V2)	bad
EPI_ISL_2924057	21A (Delta)	good
EPI_ISL_2924137	21A (Delta)	good
EPI_ISL_2924139	21A (Delta)	mediocre
EPI_ISL_2931920	21A (Delta)	bad
EPI_ISL_2931921	21A (Delta)	mediocre
EPI_ISL_2931922	21A (Delta)	good
EPI_ISL_2931923	21A (Delta)	good
EPI_ISL_2931924	21A (Delta)	mediocre
EPI_ISL_2988859	20A	good
EPI_ISL_2988860	20A	good
EPI_ISL_2988861	20A	good
EPI_ISL_2988862	20A	good
EPI_ISL_2988863	20A	good
EPI_ISL_2988864	20A	good
EPI_ISL_2988865	20A	good
EPI_ISL_2988866	20A	mediocre
EPI_ISL_2988867	20A	good
EPI_ISL_2988868	20A	good
EPI_ISL_2988869	20A	good
EPI_ISL_2988870	20A	good
EPI_ISL_2988871	20A	good
EPI_ISL_2988872	20A	good
EPI_ISL_2988873	20A	good
EPI_ISL_2988874	20A	good
EPI_ISL_2988875	20A	good
EPI_ISL_2988876	20A	mediocre
EPI_ISL_2988877	20A	good
EPI_ISL_3050137	20A	good
EPI_ISL_3050258	21A (Delta)	good
EPI_ISL_3071855	21A (Delta)	good
EPI_ISL_3071856	21A (Delta)	mediocre
EPI_ISL_3071857	21A (Delta)	good
EPI_ISL_3071858	21A (Delta)	good
EPI_ISL_3071859	20H (Beta, V2)	good
EPI_ISL_3071860	20A	good
EPI_ISL_3071986	21A (Delta)	good
EPI_ISL_3071987	20H (Beta, V2)	good
EPI_ISL_3071988	21A (Delta)	mediocre
EPI_ISL_3100124	20H (Beta, V2)	mediocre
EPI_ISL_3100125	20H (Beta, V2)	mediocre
EPI_ISL_3100126	21A (Delta)	good
EPI_ISL_3100172	21A (Delta)	good
EPI_ISL_3100173	21A (Delta)	good
EPI_ISL_3100174	21A (Delta)	mediocre
EPI_ISL_3100296	20H (Beta, V2)	mediocre
EPI_ISL_3100297	20H (Beta, V2)	good
EPI_ISL_3100298	21A (Delta)	mediocre
EPI_ISL_3100465	21A (Delta)	mediocre
EPI_ISL_3100679	21A (Delta)	good
EPI_ISL_3100680	21A (Delta)	mediocre
EPI_ISL_3100681	21A (Delta)	good
EPI_ISL_3100682	21A (Delta)	mediocre
EPI_ISL_3100981	21A (Delta)	good
EPI_ISL_3100982	21A (Delta)	good
EPI_ISL_3101006	21A (Delta)	good
EPI_ISL_3120110	21A (Delta)	bad
EPI_ISL_3120111	21A (Delta)	bad
EPI_ISL_3120112	21A (Delta)	good
EPI_ISL_3120113	21A (Delta)	good
EPI_ISL_3120114	21A (Delta)	mediocre
EPI_ISL_3120115	21A (Delta)	bad
EPI_ISL_3120116	21A (Delta)	mediocre
EPI_ISL_3120138	20H (Beta, V2)	good
EPI_ISL_3120143	21A (Delta)	good
EPI_ISL_3120236	20H (Beta, V2)	good
EPI_ISL_3120237	21A (Delta)	bad
EPI_ISL_3120314	20H (Beta, V2)	bad
EPI_ISL_3162191	20A	good
EPI_ISL_3162192	20A	good
EPI_ISL_3162193	20A	good
EPI_ISL_3162194	20A	good
EPI_ISL_3162195	20A	good
EPI_ISL_3162196	20A	good
EPI_ISL_3162197	20A	good
EPI_ISL_3162198	20A	good
EPI_ISL_3162199	20A	good
EPI_ISL_3162200	20A	good
EPI_ISL_3162201	20A	good
EPI_ISL_3162202	20A	good
EPI_ISL_3162203	20A	good
EPI_ISL_3162204	20A	good
EPI_ISL_3162205	20A	good
EPI_ISL_3162206	20A	good
EPI_ISL_3162207	20A	good
EPI_ISL_3162208	20A	good
EPI_ISL_3162209	20A	good
EPI_ISL_3162210	20A	good
EPI_ISL_3162211	20A	good
EPI_ISL_3162212	20A	good
EPI_ISL_3162213	20A	good
EPI_ISL_3162214	20A	good
EPI_ISL_3162215	20A	good
EPI_ISL_3162216	20A	good
EPI_ISL_3162217	20A	good
EPI_ISL_3162218	20A	good
EPI_ISL_3162219	20A	good
EPI_ISL_3162220	20H (Beta, V2)	good
EPI_ISL_3162221	20H (Beta, V2)	good
EPI_ISL_3162222	21A (Delta)	good
EPI_ISL_3162223	20A	good
EPI_ISL_3221322	21A (Delta)	bad
EPI_ISL_3221323	21A (Delta)	bad
EPI_ISL_3221324	21A (Delta)	bad
EPI_ISL_3221325	21A (Delta)	mediocre
EPI_ISL_3239916	21A (Delta)	mediocre
EPI_ISL_3241561	21A (Delta)	mediocre
EPI_ISL_3246345	20H (Beta, V2)	bad
EPI_ISL_3246346	20H (Beta, V2)	bad
EPI_ISL_3246347	20H (Beta, V2)	bad
EPI_ISL_3246348	20H (Beta, V2)	bad
EPI_ISL_3246349	20H (Beta, V2)	bad
EPI_ISL_3246350	20I (Alpha, V1)	bad
EPI_ISL_3246351	20I (Alpha, V1)	bad
EPI_ISL_3246352	20I (Alpha, V1)	bad
EPI_ISL_3246353	20I (Alpha, V1)	bad
EPI_ISL_3246354	20I (Alpha, V1)	bad
EPI_ISL_3246355	20H (Beta, V2)	bad
EPI_ISL_3246356	20A	bad
EPI_ISL_3246357	20A	bad
EPI_ISL_3246358	20A	bad
EPI_ISL_3246359	20H (Beta, V2)	bad
EPI_ISL_3246360	20H (Beta, V2)	bad
EPI_ISL_3246361	20H (Beta, V2)	bad
EPI_ISL_3246362	20H (Beta, V2)	bad
EPI_ISL_3246363	20H (Beta, V2)	bad
EPI_ISL_3246364	20H (Beta, V2)	bad
EPI_ISL_3246365	20A	bad
EPI_ISL_3246366	20H (Beta, V2)	bad
EPI_ISL_3246367	20H (Beta, V2)	bad
EPI_ISL_3246368	20A	bad
EPI_ISL_3246369	20A	bad
EPI_ISL_3246370	20A	bad
EPI_ISL_3246371	20A	bad
EPI_ISL_3246372	20A	bad
EPI_ISL_3246373	20I (Alpha, V1)	bad
EPI_ISL_3246374	20A	bad
EPI_ISL_3246375	20A	bad
EPI_ISL_3246376	20H (Beta, V2)	bad
EPI_ISL_3246377	20H (Beta, V2)	bad
EPI_ISL_3246378	20H (Beta, V2)	bad
EPI_ISL_3246379	20A	bad
EPI_ISL_3246380	20H (Beta, V2)	bad
EPI_ISL_3246381	20H (Beta, V2)	bad
EPI_ISL_3246382	20H (Beta, V2)	bad
EPI_ISL_3246383	20H (Beta, V2)	bad
EPI_ISL_3246384	20I (Alpha, V1)	bad
EPI_ISL_3246385	20H (Beta, V2)	bad
EPI_ISL_3246386	20H (Beta, V2)	bad
EPI_ISL_3246387	20H (Beta, V2)	bad
EPI_ISL_3246388	20H (Beta, V2)	bad
EPI_ISL_3246389	20H (Beta, V2)	bad
EPI_ISL_3246390	20H (Beta, V2)	bad
EPI_ISL_3246391	20H (Beta, V2)	bad
EPI_ISL_3246392	20I (Alpha, V1)	bad
EPI_ISL_3246393	20I (Alpha, V1)	bad
EPI_ISL_3246394	20I (Alpha, V1)	bad
EPI_ISL_3246395	20I (Alpha, V1)	bad
EPI_ISL_3246396	20I (Alpha, V1)	bad
EPI_ISL_3246397	20I (Alpha, V1)	bad
EPI_ISL_3246398	20I (Alpha, V1)	bad
EPI_ISL_3246399	20H (Beta, V2)	bad
EPI_ISL_3246400	20H (Beta, V2)	bad
EPI_ISL_3246401	20I (Alpha, V1)	bad
EPI_ISL_3246402	20I (Alpha, V1)	bad
EPI_ISL_3246403	20H (Beta, V2)	bad
EPI_ISL_3246404	20H (Beta, V2)	bad
EPI_ISL_3246405	20H (Beta, V2)	bad
EPI_ISL_3246406	20H (Beta, V2)	bad
EPI_ISL_3246407	20H (Beta, V2)	bad
EPI_ISL_3246408	20H (Beta, V2)	bad
EPI_ISL_3246409	20H (Beta, V2)	bad
EPI_ISL_3246410	20H (Beta, V2)	bad
EPI_ISL_3246411	20H (Beta, V2)	bad
EPI_ISL_3246412	20H (Beta, V2)	bad
EPI_ISL_3246413	20H (Beta, V2)	bad
EPI_ISL_3246414	20H (Beta, V2)	bad
EPI_ISL_3246415	20I (Alpha, V1)	bad
EPI_ISL_3246416	20H (Beta, V2)	bad
EPI_ISL_3246417	20H (Beta, V2)	bad
EPI_ISL_3246418	20H (Beta, V2)	bad
EPI_ISL_3246419	20H (Beta, V2)	bad
EPI_ISL_3246420	20H (Beta, V2)	bad
EPI_ISL_3246421	20H (Beta, V2)	bad
EPI_ISL_3246422	20H (Beta, V2)	bad
EPI_ISL_3246423	20H (Beta, V2)	bad
EPI_ISL_3246424	20H (Beta, V2)	bad
EPI_ISL_3246425	20H (Beta, V2)	bad
EPI_ISL_3246426	20H (Beta, V2)	bad
EPI_ISL_3246427	20A	bad
EPI_ISL_3246428	20H (Beta, V2)	bad
EPI_ISL_3246429	20H (Beta, V2)	bad
EPI_ISL_3246430	20H (Beta, V2)	bad
EPI_ISL_3247358	20H (Beta, V2)	good
EPI_ISL_3247403	20H (Beta, V2)	good
EPI_ISL_3247527	21A (Delta)	good
EPI_ISL_3247528	20I (Alpha, V1)	good
EPI_ISL_3247529	21A (Delta)	bad
EPI_ISL_3247700	21A (Delta)	good
EPI_ISL_3247768	21J (Delta)	mediocre
EPI_ISL_3247769	21A (Delta)	good
EPI_ISL_3247770	20I (Alpha, V1)	good
EPI_ISL_3247771	20I (Alpha, V1)	good
EPI_ISL_3247772	20I (Alpha, V1)	good
EPI_ISL_416829	19A	good
EPI_ISL_416866	19A	good
EPI_ISL_416884	19A	good
EPI_ISL_416885	19B	good
EPI_ISL_416886	19B	good
EPI_ISL_416907	19A	good
EPI_ISL_417917	19A	good
EPI_ISL_417918	19A	good
EPI_ISL_417919	19A	bad
EPI_ISL_417920	19A	bad
EPI_ISL_430439	19A	good
EPI_ISL_430440	19A	good
EPI_ISL_430441	19A	good
EPI_ISL_430442	19A	mediocre
EPI_ISL_430443	19A	mediocre
EPI_ISL_430444	19A	good
EPI_ISL_455312	19A	good
EPI_ISL_455313	20A	good
EPI_ISL_455790	19B	good
EPI_ISL_455791	19A	good
EPI_ISL_455792	19A	good
EPI_ISL_455793	19A	good
EPI_ISL_459953	19A	good
EPI_ISL_459954	19A	mediocre
EPI_ISL_459955	19A	mediocre
EPI_ISL_459956	19A	good
EPI_ISL_459957	19A	mediocre
EPI_ISL_489992	19A	good
EPI_ISL_489993	19A	mediocre
EPI_ISL_489994	19A	good
EPI_ISL_490014	19A	mediocre
EPI_ISL_490015	20A	bad
EPI_ISL_490016	19A	good
EPI_ISL_490047	19A	mediocre
EPI_ISL_490048	19A	good
EPI_ISL_490089	20D	good
EPI_ISL_490090	19A	good
EPI_ISL_490091	19A	good
EPI_ISL_490092	19A	good
EPI_ISL_490093	19A	mediocre
EPI_ISL_490094	19A	good
EPI_ISL_490095	19A	good
EPI_ISL_490096	19A	good
EPI_ISL_490097	19A	good
EPI_ISL_490098	19A	good
EPI_ISL_490099	19A	good
EPI_ISL_490100	19A	good
EPI_ISL_490101	20D	good
EPI_ISL_490102	20A	good
EPI_ISL_490103	20A	good
EPI_ISL_501176	20B	good
EPI_ISL_501177	20B	good
EPI_ISL_501178	19A	good
EPI_ISL_501179	19A	good
EPI_ISL_501180	19A	good
EPI_ISL_501181	19A	good
EPI_ISL_501182	19A	good
EPI_ISL_501183	19A	good
EPI_ISL_501184	19A	good
EPI_ISL_501185	20B	good
EPI_ISL_501186	19A	good
EPI_ISL_501187	19A	good
EPI_ISL_501188	19A	good
EPI_ISL_501189	19A	good
EPI_ISL_501190	19A	good
EPI_ISL_501191	19A	good
EPI_ISL_501192	19A	good
EPI_ISL_501193	19A	good
EPI_ISL_501194	19A	good
EPI_ISL_501195	19A	good
EPI_ISL_501196	19A	good
EPI_ISL_501197	19A	mediocre
EPI_ISL_501198	19A	good
EPI_ISL_501199	19A	good
EPI_ISL_501200	19A	good
EPI_ISL_501201	19A	good
EPI_ISL_501202	19A	good
EPI_ISL_501203	19A	mediocre
EPI_ISL_501204	20B	good
EPI_ISL_501205	19A	good
EPI_ISL_501206	19A	good
EPI_ISL_501207	20B	good
EPI_ISL_501208	19A	good
EPI_ISL_501209	19A	good
EPI_ISL_501210	19A	good
EPI_ISL_501211	19A	good
EPI_ISL_501212	19A	good
EPI_ISL_501213	19A	good
EPI_ISL_501214	19A	good
EPI_ISL_501215	19A	good
EPI_ISL_501216	19A	mediocre
EPI_ISL_501217	19A	good
EPI_ISL_501218	19A	good
EPI_ISL_501219	19A	good
EPI_ISL_501220	19A	good
EPI_ISL_501221	19A	good
EPI_ISL_501222	20A	good
EPI_ISL_501223	19A	good
EPI_ISL_501224	19A	good
EPI_ISL_501225	19A	good
EPI_ISL_501226	19A	good
EPI_ISL_501227	19A	good
EPI_ISL_501228	19A	mediocre
EPI_ISL_506996	19A	good
EPI_ISL_506997	19A	bad
EPI_ISL_506998	19A	good
EPI_ISL_506999	19A	mediocre
EPI_ISL_507000	19A	good
EPI_ISL_528738	20A	good
EPI_ISL_528739	19A	good
EPI_ISL_528740	19A	good
EPI_ISL_528741	19A	good
EPI_ISL_528742	19A	good
EPI_ISL_528743	19A	good
EPI_ISL_528744	19A	good
EPI_ISL_568873	19A	good
EPI_ISL_568874	19A	good
EPI_ISL_568875	19A	good
EPI_ISL_582124	19A	good
EPI_ISL_596449	20B	mediocre
EPI_ISL_644671	20A	mediocre
EPI_ISL_644672	20A	good
EPI_ISL_718132	19A	good
EPI_ISL_718133	19A	good
EPI_ISL_718134	19A	good
EPI_ISL_718135	19A	good
EPI_ISL_718136	20A	good
EPI_ISL_718137	19A	good
EPI_ISL_718138	19A	good
