"SeqName","AccID","Collectiondate","Clade","qc.overallScore","qc.overallStatus","OriginLab","SubmittingLab"
"hCoV-19/Malaysia/IMR_WC198413/2021","EPI_ISL_1787983","2021-04-14","20A","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC180621/2021","EPI_ISL_1788079","2021-04-07","20A","4.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC179354/2021","EPI_ISL_1788080","2021-04-08","20A","69.444444","mediocre","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC179147/2021","EPI_ISL_1788081","2021-04-08","20A","87.673611","mediocre","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC179185/2021","EPI_ISL_1788082","2021-04-08","20A","91.840278","mediocre","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC198963/2021","EPI_ISL_1789203","2021-04-16","20A","125","bad","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC176154/2021","EPI_ISL_1789204","2021-04-07","20A","21.006944","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC171946/2021","EPI_ISL_1805505","2021-04-05","20H (Beta, V2)","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC173100/2021","EPI_ISL_1805508","2021-04-06","20H (Beta, V2)","1.5625","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC198920/2021","EPI_ISL_1805509","2021-04-16","20H (Beta, V2)","6.25","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC171725/2021","EPI_ISL_1807185","2021-04-04","20A","34.027778","mediocre","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC192510/2021","EPI_ISL_1807186","2021-04-14","20A","0","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC180626/2021","EPI_ISL_1807188","2021-04-09","20A","11.111111","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC180624/2021","EPI_ISL_1807206","2021-04-09","20A","101.5625","bad","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC180627/2021","EPI_ISL_1807207","2021-04-09","20A","116.840278","bad","IMR","IMR"
"hCoV-19/Malaysia/IMR_MKAI4106/2021","EPI_ISL_1821883","2021-04-18","20H (Beta, V2)","2.777778","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI4104/2021","EPI_ISL_1821884","2021-04-18","20H (Beta, V2)","8.506944","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_K2803/2021","EPI_ISL_1919272","2021-04-17","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_K2847/2021","EPI_ISL_1919273","2021-04-17","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_K2979/2021","EPI_ISL_1919422","2021-04-17","20H (Beta, V2)","8.506944","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_K2983/2021","EPI_ISL_1919645","2021-04-17","20H (Beta, V2)","2.777778","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_K3011/2021","EPI_ISL_1919646","2021-04-17","20H (Beta, V2)","6.25","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_K4102/2021","EPI_ISL_1919647","2021-04-17","20H (Beta, V2)","142.361111","bad","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_K4107/2021","EPI_ISL_1919648","2021-04-17","20H (Beta, V2)","133.506944","bad","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_K4108/2021","EPI_ISL_1919649","2021-04-17","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_WC196028/2021","EPI_ISL_1919650","2021-04-15","20A","191.840278","bad","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC171052/2021","EPI_ISL_1919651","2021-04-05","20A","94.444444","mediocre","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC168482/2021","EPI_ISL_1919652","2021-04-02","20A","56.25","mediocre","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC183002/2021","EPI_ISL_1919653","2021-04-09","20A","11.111111","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC192188/2021","EPI_ISL_1919654","2021-04-13","20A","0.694444","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_MKAI3151/2021","EPI_ISL_1919858","2021-04-17","20A","34.027778","mediocre","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI3154/2021","EPI_ISL_1919859","2021-04-17","20A","214.0625","bad","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_WC203190/2021","EPI_ISL_1919860","2021-04-17","20A","142.361111","bad","IMR","IMR"
"hCoV-19/Malaysia/IMR_HDK664207/2021","EPI_ISL_1919861","2021-04-13","20I (Alpha, V1)","2.777778","good","Hospital Duchess of Kent","IMR"
"hCoV-19/Malaysia/IMR_125172/2021","EPI_ISL_1919862","2021-04-16","20A","0","good","Hospital Tawau","IMR"
"hCoV-19/Malaysia/IMR_125366/2021","EPI_ISL_1919863","2021-04-16","20A","1.5625","good","Hospital Tawau","IMR"
"hCoV-19/Malaysia/IMR_MKAI5718/2021","EPI_ISL_1919944","2021-04-12","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI5676/2021","EPI_ISL_1919945","2021-04-12","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI7167/2021","EPI_ISL_1919946","2021-04-13","20A","11.111111","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI6728/2021","EPI_ISL_1919947","2021-04-13","20A","11.111111","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI7576/2021","EPI_ISL_1919949","2021-04-14","20A","14.0625","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKA7613/2021","EPI_ISL_1919950","2021-04-14","20H (Beta, V2)","125","bad","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI7614/2021","EPI_ISL_1919951","2021-04-14","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI7615/2021","EPI_ISL_1919952","2021-04-14","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI0296/2021","EPI_ISL_1919986","2021-04-15","20H (Beta, V2)","6.25","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI0295/2021","EPI_ISL_1919987","2021-04-15","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI0349/2021","EPI_ISL_1921767","2021-04-15","20H (Beta, V2)","101.5625","bad","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI0410/2021","EPI_ISL_1921769","2021-04-15","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_MKAI1511/2021","EPI_ISL_1921770","2021-04-15","20H (Beta, V2)","4.340278","good","MKA Ipoh","IMR"
"hCoV-19/Malaysia/IMR_SB68524/2021","EPI_ISL_1972356","2021-04-28","21A (Delta)","101.5625","bad","Hospital Sungai Buloh","IMR"
"hCoV-19/Malaysia/IMR_105083/2021","EPI_ISL_1972365","2021-04-25","20H (Beta, V2)","125","bad","Hospital Sultanah Bahiyah","IMR"
"hCoV-19/Malaysia/IMR_25086/2021","EPI_ISL_1972366","2021-04-25","20H (Beta, V2)","0","good","Hospital Sultanah Bahiyah","IMR"
"hCoV-19/Malaysia/IMR_53633/2021","EPI_ISL_1972533","2021-04-22","20A","77.256944","mediocre","Hospital Sultanah Bahiyah","IMR"
"hCoV-19/Malaysia/IMR_WC204140/2021","EPI_ISL_1972534","2021-04-19","20H (Beta, V2)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC204141/2021","EPI_ISL_1972535","2021-04-19","20H (Beta, V2)","2.777778","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC204129/2021","EPI_ISL_1972536","2021-04-19","20H (Beta, V2)","151.5625","bad","IMR","IMR"
"hCoV-19/Malaysia/IMR_HTJ45324/2021","EPI_ISL_1972537","2021-04-26","20A","29.340278","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_HTJ055127/2021","EPI_ISL_1972538","2021-04-22","20A","151.5625","bad","Hospital Tampin","IMR"
"hCoV-19/Malaysia/IMR_HTJ105629/2021","EPI_ISL_1972539","2021-04-22","20H (Beta, V2)","6.25","good","Hospital Tampin","IMR"
"hCoV-19/Malaysia/IMR_HTJ055094/2021","EPI_ISL_1972540","2021-04-27","20A","0.694444","good","Hospital Tampin","IMR"
"hCoV-19/Malaysia/IMR_HTJ055656/2021","EPI_ISL_1972547","2021-04-27","20A","0.694444","good","Hospital Tampin","IMR"
"hCoV-19/Malaysia/IMR_BT86176/2021","EPI_ISL_1972548","2021-04-12","20A","95.3125","mediocre","Klinik Kesihatan Lurah Bilut (Felda)","IMR"
"hCoV-19/Malaysia/IMR_BT65034/2021","EPI_ISL_1972549","2021-04-12","20A","198.611111","bad","Klinik Kesihatan Bentong","IMR"
"hCoV-19/Malaysia/IMR_BT85517/2021","EPI_ISL_1972550","2021-04-12","20A","90.277778","mediocre","Klinik Kesihatan Bentong","IMR"
"hCoV-19/Malaysia/IMR_BT65183/2021","EPI_ISL_1972551","2021-04-12","20A","100.694444","bad","Klinik Kesihatan Lurah Bilut (Felda)","IMR"
"hCoV-19/Malaysia/IMR_BT68961/2021","EPI_ISL_1972552","2021-04-12","20A","95.3125","mediocre","Klinik Kesihatan Lurah Bilut (Felda)","IMR"
"hCoV-19/Malaysia/IMR_BT86174/2021","EPI_ISL_1972553","2021-04-12","20A","100.694444","bad","Klinik Kesihatan Karak","IMR"
"hCoV-19/Malaysia/NPHL_22444/2020","EPI_ISL_1972889","2020-03-12","19A","36","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_14135/2020","EPI_ISL_1972891","2020-03-26","20A","143.923611","bad","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_32884/2020","EPI_ISL_1972892","2020-04-10","19A","63.340278","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_61091/2020","EPI_ISL_1972893","2020-04-29","20B","4.173611","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_98435/2020","EPI_ISL_1972894","2020-06-09","20A","36","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_15210/2020","EPI_ISL_1972895","2020-03-04","19A","32.25","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/IMR_KB35090/2021","EPI_ISL_1973324","2021-04-12","20H (Beta, V2)","46.006944","mediocre","MKA Kota Bharu","IMR"
"hCoV-19/Malaysia/IMR_130617/2021","EPI_ISL_1973325","2021-04-12","20A","6.25","good","Hospital Bintulu","IMR"
"hCoV-19/Malaysia/IMR_135190/2021","EPI_ISL_1973326","2021-04-09","20A","11.111111","good","Hospital Bintulu","IMR"
"hCoV-19/Malaysia/IMR_135939/2021","EPI_ISL_1973327","2021-04-07","20A","87.673611","mediocre","Hospital Bintulu","IMR"
"hCoV-19/Malaysia/IMR_135013/2021","EPI_ISL_1973328","2021-04-05","20A","8.506944","good","Hospital Bintulu","IMR"
"hCoV-19/Malaysia/NPHL_20015/2020","EPI_ISL_2001114","2020-03-12","19A","64.0625","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_21063/2020","EPI_ISL_2001115","2020-03-30","19A","0","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_28716/2020","EPI_ISL_2001213","2020-04-07","19A","0","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_37335/2020","EPI_ISL_2001429","2020-04-14","20C","0","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_14249/2020","EPI_ISL_2001430","2020-03-03","19A","0","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_100768/2020","EPI_ISL_2001481","2020-06-11","19A","0","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_100760/2020","EPI_ISL_2001482","2020-06-11","19A","0.173611","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_13958/2020","EPI_ISL_2001643","2020-03-02","19A","0","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_14272/2020","EPI_ISL_2001644","2020-03-03","19A","0","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_19269/2020","EPI_ISL_2001645","2020-03-11","19A","56.25","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_20820/2020","EPI_ISL_2001654","2020-03-12","19A","56.25","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_21106/2020","EPI_ISL_2001655","2020-03-13","19A","0","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_19105/2020","EPI_ISL_2001656","2020-03-11","19A","0.694444","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_13499/2020","EPI_ISL_2001659","2020-03-26","19A","116.840278","bad","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_19843/2020","EPI_ISL_2009116","2020-03-30","19A","227.840278","bad","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_155020/2020","EPI_ISL_2009193","2020-10-05","20A","77.256944","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_163809/2020","EPI_ISL_2009232","2020-10-09","20A","38.777778","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_163831/2020","EPI_ISL_2009233","2020-10-09","20A","64.0625","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_165585/2020","EPI_ISL_2009234","2020-10-12","20A","75.173611","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_166119/2020","EPI_ISL_2009305","2020-10-12","20A","289.0625","bad","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_166127/2020","EPI_ISL_2009529","2020-10-12","20A","94.444444","mediocre","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_166134/2020","EPI_ISL_2009530","2020-10-12","20A","0.173611","good","MKAK","MKAK"
"hCoV-19/Malaysia/NPHL_166154/2020","EPI_ISL_2009595","2020-10-12","20A","191.840278","bad","MKAK","MKAK"
"hCoV-19/Malaysia/IMR_K30214/2021","EPI_ISL_2020075","2021-04-17","20H (Beta, V2)","1.5625","good","MKA Kota Bharu","IMR"
"hCoV-19/Malaysia/IMR_K30608/2021","EPI_ISL_2020076","2021-04-17","20H (Beta, V2)","4.340278","good","MKA Kota Bharu","IMR"
"hCoV-19/Malaysia/IMR_K31160/2021","EPI_ISL_2020077","2021-04-17","20H (Beta, V2)","69.444444","mediocre","MKA Kota Bharu","IMR"
"hCoV-19/Malaysia/IMR_K30422/2021","EPI_ISL_2020078","2021-04-17","20H (Beta, V2)","8.506944","good","MKA Kota Bharu","IMR"
"hCoV-19/Malaysia/IMR_K120224/2021","EPI_ISL_2020165","2021-04-17","20H (Beta, V2)","54.340278","mediocre","MKA Kota Bharu","IMR"
"hCoV-19/Malaysia/IMR_K30776/2021","EPI_ISL_2020166","2021-04-17","20H (Beta, V2)","4.340278","good","MKA Kota Bharu","IMR"
"hCoV-19/Malaysia/IMR_K30504/2021","EPI_ISL_2020167","2021-04-17","20H (Beta, V2)","46.006944","mediocre","MKA Kota Bharu","IMR"
"hCoV-19/Malaysia/IMR_135764/2021","EPI_ISL_2020238","2021-04-06","20A","1.5625","good","Hospital Bintulu","IMR"
"hCoV-19/Malaysia/IMR_135717/2021","EPI_ISL_2020239","2021-04-06","20A","8.506944","good","Hospital Bintulu","IMR"
"hCoV-19/Malaysia/IMR_526430/2021","EPI_ISL_2020240","2021-04-06","20A","6.25","good","Hospital Bintulu","IMR"
"hCoV-19/Malaysia/IMR_WC243015/2021","EPI_ISL_2090886","2021-05-03","20H (Beta, V2)","8.506944","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC243006/2021","EPI_ISL_2090887","2021-05-03","20A","0.694444","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC242932/2021","EPI_ISL_2090889","2021-05-03","20A","56.25","mediocre","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC242591/2021","EPI_ISL_2090890","2021-05-03","20H (Beta, V2)","21.006944","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC2370061/2021","EPI_ISL_2090891","2021-04-30","20H (Beta, V2)","142.361111","bad","IMR","IMR"
"hCoV-19/Malaysia/IMR_WC237137/2021","EPI_ISL_2091000","2021-04-30","20H (Beta, V2)","11.111111","good","IMR","IMR"
"hCoV-19/Malaysia/IMR_682164/2021","EPI_ISL_2091020","2021-04-29","21A (Delta)","0.173611","good","Hospital Sungai Buloh","IMR"
"hCoV-19/Malaysia/IMR_MKAKB715439/2021","EPI_ISL_2091022","2021-05-04","20A","0","good","MKA Johor Bahru","IMR"
"hCoV-19/Malaysia/IMR_02431/2021","EPI_ISL_2091024","2021-05-02","21A (Delta)","8.506944","good","Hospital Sultanah Aminah","IMR"
"hCoV-19/Malaysia/HPUPM-ML6795-L1/2021","EPI_ISL_2151509","2020-11-05","20A","0","good","HPUPM","HPUPM"
"hCoV-19/Malaysia/HPUPM-ML7022-L2/2021","EPI_ISL_2151510","2020-11-10","20A","0","good","HPUPM","HPUPM"
"hCoV-19/Malaysia/HPUPM-ML7055-L4/2021","EPI_ISL_2151541","2020-11-10","20A","12.853553","good","HPUPM","HPUPM"
"hCoV-19/Malaysia/HPUPM-ML1652K-L12/2021","EPI_ISL_2151584","2021-01-01","20A","90.970031","mediocre","HPUPM","HPUPM"
"hCoV-19/Malaysia/IMR_26135/2021","EPI_ISL_2233382","2021-05-04","21A (Delta)","0","good","Hospital Labuan","IMR"
"hCoV-19/Malaysia/IMR_033590/2021","EPI_ISL_2233383","2021-05-06","20A","11.111111","good","Gribbles Pathology Sdn Bhd","IMR"
"hCoV-19/Malaysia/IMR_MKAJB665109/2021","EPI_ISL_2233384","2021-05-04","20A","0","good","MKA Johor Bahru","IMR"
"hCoV-19/Malaysia/MGI_DNALAB-DM210308530/2021","EPI_ISL_2342546","2021-03-27","20I (Alpha, V1)","2.777778","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210306321/2021","EPI_ISL_2342547","2021-03-18","20A","14.0625","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210400130/2021","EPI_ISL_2342548","2021-04-01","20H (Beta, V2)","8.506944","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210400137/2021","EPI_ISL_2342549","2021-04-02","20H (Beta, V2)","4.340278","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210400494/2021","EPI_ISL_2342550","2021-04-03","20H (Beta, V2)","6.25","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210401175/2021","EPI_ISL_2342551","2021-04-06","20H (Beta, V2)","4.340278","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210305753/2021","EPI_ISL_2342552","2021-03-17","20A","25","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210306781/2021","EPI_ISL_2342553","2021-03-19","20A","29.340278","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210306940/2021","EPI_ISL_2342554","2021-03-20","20A","34.027778","mediocre","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210307236/2021","EPI_ISL_2342555","2021-03-22","20A","6.25","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210307242/2021","EPI_ISL_2342556","2021-03-22","20A","25","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210308182/2021","EPI_ISL_2342557","2021-03-25","20A","25","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210308884/2021","EPI_ISL_2342558","2021-03-27","20A","25","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210309081/2021","EPI_ISL_2342559","2021-03-27","20A","21.006944","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210309859/2021","EPI_ISL_2342560","2021-03-31","20A","25","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210309893/2021","EPI_ISL_2342561","2021-03-31","20A","21.006944","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210400333/2021","EPI_ISL_2342562","2021-04-02","20A","44.444444","mediocre","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210400334/2021","EPI_ISL_2342563","2021-04-02","20A","44.444444","mediocre","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210401060/2021","EPI_ISL_2342564","2021-04-05","20A","0","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_DNALAB-DM210401409/2021","EPI_ISL_2342565","2021-04-06","20A","14.0625","good","DNALAB Sdn Bhd","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML0319K/2020","EPI_ISL_2342566","2020-12-16","20A","17.361111","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML605K/2020","EPI_ISL_2342567","2020-12-17","20A","14.0625","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1059K/2020","EPI_ISL_2342568","2020-12-24","20A","8.506944","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1074K/2020","EPI_ISL_2342569","2020-12-24","20A","11.111111","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1084K/2020","EPI_ISL_2342570","2020-12-24","20A","11.111111","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1085K/2020","EPI_ISL_2342571","2020-12-24","20A","11.111111","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1199K/2020","EPI_ISL_2342572","2020-12-24","20A","11.111111","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1266K/2020","EPI_ISL_2342573","2020-12-24","20A","8.506944","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1369K/2020","EPI_ISL_2342574","2020-12-29","20A","0","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1376K/2020","EPI_ISL_2342575","2020-12-29","20A","0","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1378K/2020","EPI_ISL_2342576","2020-12-29","20A","0","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1396K/2020","EPI_ISL_2342577","2020-12-30","20A","56.25","mediocre","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1397K/2020","EPI_ISL_2342578","2020-12-30","20A","0","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1505K/2020","EPI_ISL_2342579","2020-12-30","20A","11.111111","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1590K/2020","EPI_ISL_2342580","2020-12-30","20A","14.0625","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1657K/2021","EPI_ISL_2342581","2021-01-01","20A","14.0625","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML1973K/2021","EPI_ISL_2342582","2021-01-14","20A","2.777778","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML2450K/2021","EPI_ISL_2342583","2021-01-21","20A","17.361111","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_HPUPM-ML2451K/2021","EPI_ISL_2342584","2021-01-21","20A","17.361111","good","HPUPM","MGVI"
"hCoV-19/Malaysia/MGI_MGI17/2020","EPI_ISL_2342585","2020-11-11","20A","6.25","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI18/2020","EPI_ISL_2342586","2020-11-11","20A","6.25","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI19/2020","EPI_ISL_2342587","2020-11-11","20A","6.25","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI21/2020","EPI_ISL_2342588","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI22/2020","EPI_ISL_2342589","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI23/2020","EPI_ISL_2342590","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI25/2020","EPI_ISL_2342591","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI26/2020","EPI_ISL_2342592","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI27/2020","EPI_ISL_2342593","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI28/2020","EPI_ISL_2342594","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI29/2020","EPI_ISL_2342595","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI32/2020","EPI_ISL_2342596","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI33/2020","EPI_ISL_2342597","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI34/2020","EPI_ISL_2342598","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI36/2020","EPI_ISL_2342599","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/MGI_MGI37/2020","EPI_ISL_2342600","2020-12-17","20A","0","good","MGVI","MGVI"
"hCoV-19/Malaysia/UNIMAS-15743/2020","EPI_ISL_2367469","2020-10-27","20A","4.340278","good","MInistry of Health Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-15744/2020","EPI_ISL_2367470","2020-11-04","20A","6.25","good","MInistry of Health Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-15809/2020","EPI_ISL_2367471","2020-12-08","20A","11.111111","good","MInistry of Health Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-15813/2020","EPI_ISL_2367472","2020-12-09","20A","6.25","good","MInistry of Health Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-15795/2020","EPI_ISL_2367473","2020-11-19","20A","8.506944","good","MInistry of Health Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B041/2020","EPI_ISL_2367474","2020-10-27","20A","4.340278","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-15693R/2020","EPI_ISL_2367475","2020-10-14","20A","0","good","MInistry of Health Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-B032/2020","EPI_ISL_2367476","2020-10-27","20A","2.777778","good","Borneo Medical Centre","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-15719/2020","EPI_ISL_2367477","2020-10-31","20A","8.506944","good","MInistry of Health Hospital","UNIMAS"
"hCoV-19/Malaysia/UNIMAS-15722/2020","EPI_ISL_2367478","2020-11-02","20A","6.25","good","MInistry of Health Hospital","UNIMAS"
